Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2023-09-04 00:00:00,Costa Rica,Costa Rica,CR,74.27,139.43,81.83,81.83,Electricity Maps Estimation; grupoice.com
2023-09-05 00:00:00,Costa Rica,Costa Rica,CR,54.95,109.31,86.58,86.58,grupoice.com
2023-09-06 00:00:00,Costa Rica,Costa Rica,CR,49.90,100.44,87.83,87.83,grupoice.com
2023-09-07 00:00:00,Costa Rica,Costa Rica,CR,42.48,88.96,89.57,89.57,Electricity Maps Estimation; grupoice.com
2023-09-08 00:00:00,Costa Rica,Costa Rica,CR,41.47,87.77,89.81,89.81,Electricity Maps Estimation; grupoice.com
2023-09-09 00:00:00,Costa Rica,Costa Rica,CR,34.46,77.08,91.53,91.53,grupoice.com
2023-09-10 00:00:00,Costa Rica,Costa Rica,CR,23.63,60.29,94.24,94.24,grupoice.com
2023-09-11 00:00:00,Costa Rica,Costa Rica,CR,43.47,91.42,89.39,89.39,grupoice.com
2023-09-12 00:00:00,Costa Rica,Costa Rica,CR,41.08,87.27,89.98,89.98,grupoice.com
2023-09-13 00:00:00,Costa Rica,Costa Rica,CR,44.46,92.51,89.14,89.14,grupoice.com
2023-09-14 00:00:00,Costa Rica,Costa Rica,CR,39.98,85.68,90.24,90.24,grupoice.com
2023-09-15 00:00:00,Costa Rica,Costa Rica,CR,24.62,61.91,94.06,94.06,grupoice.com
2023-09-16 00:00:00,Costa Rica,Costa Rica,CR,13.44,44.04,96.82,96.82,grupoice.com
2023-09-17 00:00:00,Costa Rica,Costa Rica,CR,12.71,43.01,97.00,97.00,grupoice.com
2023-09-18 00:00:00,Costa Rica,Costa Rica,CR,9.82,37.93,97.68,97.68,grupoice.com
2023-09-19 00:00:00,Costa Rica,Costa Rica,CR,10.66,40.19,97.46,97.46,grupoice.com
2023-09-20 00:00:00,Costa Rica,Costa Rica,CR,4.54,30.80,98.93,98.93,grupoice.com
2023-09-21 00:00:00,Costa Rica,Costa Rica,CR,5.15,31.93,98.76,98.76,grupoice.com
2023-09-22 00:00:00,Costa Rica,Costa Rica,CR,10.68,35.92,97.73,97.73,Electricity Maps Estimation; grupoice.com
2023-09-23 00:00:00,Costa Rica,Costa Rica,CR,7.95,34.95,98.13,98.13,Electricity Maps Estimation; grupoice.com
2023-09-24 00:00:00,Costa Rica,Costa Rica,CR,20.92,53.06,95.17,95.17,Electricity Maps Estimation; grupoice.com
2023-09-25 00:00:00,Costa Rica,Costa Rica,CR,57.82,111.68,86.00,86.00,Electricity Maps Estimation; grupoice.com
2023-09-26 00:00:00,Costa Rica,Costa Rica,CR,31.58,73.61,92.28,92.28,Electricity Maps Estimation; grupoice.com
2023-09-27 00:00:00,Costa Rica,Costa Rica,CR,47.01,97.66,88.46,88.46,Electricity Maps Estimation; grupoice.com
2023-09-28 00:00:00,Costa Rica,Costa Rica,CR,12.55,44.33,96.92,96.92,Electricity Maps Estimation; grupoice.com
2023-09-29 00:00:00,Costa Rica,Costa Rica,CR,9.67,38.83,97.74,97.74,Electricity Maps Estimation; grupoice.com
2023-09-30 00:00:00,Costa Rica,Costa Rica,CR,11.87,40.11,97.38,97.38,Electricity Maps Estimation; grupoice.com
2023-10-01 00:00:00,Costa Rica,Costa Rica,CR,6.53,34.56,98.45,98.45,grupoice.com
2023-10-02 00:00:00,Costa Rica,Costa Rica,CR,17.81,52.33,95.66,95.66,grupoice.com
2023-10-03 00:00:00,Costa Rica,Costa Rica,CR,52.91,106.66,87.03,87.03,grupoice.com
2023-10-04 00:00:00,Costa Rica,Costa Rica,CR,52.09,105.65,87.24,87.24,grupoice.com
2023-10-05 00:00:00,Costa Rica,Costa Rica,CR,37.71,83.39,90.81,90.81,grupoice.com
2023-10-06 00:00:00,Costa Rica,Costa Rica,CR,50.74,103.47,87.60,87.60,grupoice.com
2023-10-07 00:00:00,Costa Rica,Costa Rica,CR,49.91,102.07,87.81,87.81,grupoice.com
2023-10-08 00:00:00,Costa Rica,Costa Rica,CR,29.09,69.64,92.95,92.95,grupoice.com
2023-10-09 00:00:00,Costa Rica,Costa Rica,CR,45.06,94.15,89.00,89.00,grupoice.com
2023-10-10 00:00:00,Costa Rica,Costa Rica,CR,53.45,107.95,86.88,86.88,grupoice.com
2023-10-11 00:00:00,Costa Rica,Costa Rica,CR,43.56,92.68,89.33,89.33,grupoice.com
2023-10-12 00:00:00,Costa Rica,Costa Rica,CR,40.46,87.80,90.09,90.09,grupoice.com
2023-10-13 00:00:00,Costa Rica,Costa Rica,CR,45.11,94.83,88.96,88.96,grupoice.com
2023-10-14 00:00:00,Costa Rica,Costa Rica,CR,32.90,76.17,91.94,91.94,grupoice.com
2023-10-15 00:00:00,Costa Rica,Costa Rica,CR,6.90,36.20,98.34,98.34,grupoice.com
2023-10-16 00:00:00,Costa Rica,Costa Rica,CR,15.23,48.89,96.30,96.30,grupoice.com
2023-10-17 00:00:00,Costa Rica,Costa Rica,CR,5.66,33.14,98.67,98.67,grupoice.com
2023-10-18 00:00:00,Costa Rica,Costa Rica,CR,2.98,28.79,99.31,99.31,grupoice.com
2023-10-19 00:00:00,Costa Rica,Costa Rica,CR,2.30,27.76,99.46,99.46,grupoice.com
2023-10-20 00:00:00,Costa Rica,Costa Rica,CR,7.74,36.73,98.13,98.13,grupoice.com
2023-10-21 00:00:00,Costa Rica,Costa Rica,CR,0.55,25.87,99.87,99.87,grupoice.com
2023-10-22 00:00:00,Costa Rica,Costa Rica,CR,0.11,24.53,99.98,99.98,grupoice.com
2023-10-23 00:00:00,Costa Rica,Costa Rica,CR,16.19,49.80,96.03,96.03,grupoice.com
2023-10-24 00:00:00,Costa Rica,Costa Rica,CR,20.87,57.18,94.89,94.89,grupoice.com
2023-10-25 00:00:00,Costa Rica,Costa Rica,CR,8.13,37.71,98.02,98.02,grupoice.com
2023-10-26 00:00:00,Costa Rica,Costa Rica,CR,1.28,27.16,99.71,99.71,grupoice.com
2023-10-27 00:00:00,Costa Rica,Costa Rica,CR,0.80,26.30,99.83,99.83,grupoice.com
2023-10-28 00:00:00,Costa Rica,Costa Rica,CR,2.07,28.49,99.51,99.51,grupoice.com
2023-10-29 00:00:00,Costa Rica,Costa Rica,CR,0.67,26.35,99.85,99.85,grupoice.com
2023-10-30 00:00:00,Costa Rica,Costa Rica,CR,5.84,34.01,98.61,98.61,grupoice.com
2023-10-31 00:00:00,Costa Rica,Costa Rica,CR,7.42,36.69,98.20,98.20,grupoice.com
2023-11-01 00:00:00,Costa Rica,Costa Rica,CR,2.56,29.11,99.43,99.43,grupoice.com
2023-11-02 00:00:00,Costa Rica,Costa Rica,CR,1.17,26.59,99.77,99.77,grupoice.com
2023-11-03 00:00:00,Costa Rica,Costa Rica,CR,0.62,25.94,99.90,99.90,grupoice.com
2023-11-04 00:00:00,Costa Rica,Costa Rica,CR,0.64,25.26,99.89,99.89,grupoice.com
2023-11-05 00:00:00,Costa Rica,Costa Rica,CR,0.45,25.50,99.92,99.92,grupoice.com
2023-11-06 00:00:00,Costa Rica,Costa Rica,CR,0.63,25.81,99.88,99.88,grupoice.com
2023-11-07 00:00:00,Costa Rica,Costa Rica,CR,0.68,25.48,99.85,99.85,grupoice.com
2023-11-08 00:00:00,Costa Rica,Costa Rica,CR,2.85,28.15,99.32,99.32,grupoice.com
2023-11-09 00:00:00,Costa Rica,Costa Rica,CR,1.13,24.44,99.77,99.77,grupoice.com
2023-11-10 00:00:00,Costa Rica,Costa Rica,CR,1.18,25.41,99.72,99.72,grupoice.com
2023-11-11 00:00:00,Costa Rica,Costa Rica,CR,17.99,51.22,95.59,95.59,grupoice.com
2023-11-12 00:00:00,Costa Rica,Costa Rica,CR,2.06,26.21,99.52,99.52,grupoice.com
2023-11-13 00:00:00,Costa Rica,Costa Rica,CR,1.38,25.58,99.68,99.68,grupoice.com
2023-11-14 00:00:00,Costa Rica,Costa Rica,CR,26.14,64.46,93.57,93.57,grupoice.com
2023-11-15 00:00:00,Costa Rica,Costa Rica,CR,31.19,72.61,92.34,92.34,grupoice.com
2023-11-16 00:00:00,Costa Rica,Costa Rica,CR,34.99,79.23,91.39,91.39,grupoice.com
2023-11-17 00:00:00,Costa Rica,Costa Rica,CR,9.98,40.47,97.55,97.55,grupoice.com
2023-11-18 00:00:00,Costa Rica,Costa Rica,CR,2.00,28.32,99.51,99.51,grupoice.com
2023-11-19 00:00:00,Costa Rica,Costa Rica,CR,0.52,25.95,99.88,99.88,grupoice.com
2023-11-20 00:00:00,Costa Rica,Costa Rica,CR,0.45,25.54,99.89,99.89,grupoice.com
2023-11-21 00:00:00,Costa Rica,Costa Rica,CR,3.95,30.50,99.03,99.03,grupoice.com
2023-11-22 00:00:00,Costa Rica,Costa Rica,CR,4.14,29.45,98.99,98.99,grupoice.com
2023-11-23 00:00:00,Costa Rica,Costa Rica,CR,0.11,23.80,99.97,99.97,grupoice.com
2023-11-24 00:00:00,Costa Rica,Costa Rica,CR,0.42,24.72,99.89,99.89,grupoice.com
2023-11-25 00:00:00,Costa Rica,Costa Rica,CR,0.66,25.12,99.83,99.83,grupoice.com
2023-11-26 00:00:00,Costa Rica,Costa Rica,CR,0.28,24.27,99.93,99.93,grupoice.com
2023-11-27 00:00:00,Costa Rica,Costa Rica,CR,0.23,23.08,99.94,99.94,grupoice.com
2023-11-28 00:00:00,Costa Rica,Costa Rica,CR,0.27,22.98,99.93,99.93,grupoice.com
2023-11-29 00:00:00,Costa Rica,Costa Rica,CR,0.24,23.14,99.94,99.94,grupoice.com
2023-11-30 00:00:00,Costa Rica,Costa Rica,CR,0.25,23.21,99.93,99.93,grupoice.com
2023-12-01 00:00:00,Costa Rica,Costa Rica,CR,0.23,23.00,99.94,99.94,grupoice.com
2023-12-02 00:00:00,Costa Rica,Costa Rica,CR,0.22,23.23,99.94,99.94,grupoice.com
2023-12-03 00:00:00,Costa Rica,Costa Rica,CR,0.17,23.20,99.95,99.95,grupoice.com
2023-12-04 00:00:00,Costa Rica,Costa Rica,CR,0.56,23.47,99.86,99.86,grupoice.com
2023-12-05 00:00:00,Costa Rica,Costa Rica,CR,27.04,64.83,93.34,93.34,grupoice.com
2023-12-06 00:00:00,Costa Rica,Costa Rica,CR,36.05,79.04,91.12,91.12,grupoice.com
2023-12-07 00:00:00,Costa Rica,Costa Rica,CR,13.85,45.00,96.58,96.58,grupoice.com
2023-12-08 00:00:00,Costa Rica,Costa Rica,CR,21.75,58.01,94.64,94.64,grupoice.com
2023-12-09 00:00:00,Costa Rica,Costa Rica,CR,36.04,79.43,91.12,91.12,grupoice.com
2023-12-10 00:00:00,Costa Rica,Costa Rica,CR,52.21,104.46,87.14,87.14,grupoice.com
2023-12-11 00:00:00,Costa Rica,Costa Rica,CR,52.85,105.34,86.98,86.98,grupoice.com
2023-12-12 00:00:00,Costa Rica,Costa Rica,CR,44.87,92.52,88.94,88.94,grupoice.com
2023-12-13 00:00:00,Costa Rica,Costa Rica,CR,33.17,75.67,91.82,91.82,grupoice.com
2023-12-14 00:00:00,Costa Rica,Costa Rica,CR,22.94,61.33,94.35,94.35,grupoice.com
2023-12-15 00:00:00,Costa Rica,Costa Rica,CR,17.83,53.51,95.61,95.61,grupoice.com
2023-12-16 00:00:00,Costa Rica,Costa Rica,CR,37.12,84.10,90.85,90.85,grupoice.com
2023-12-17 00:00:00,Costa Rica,Costa Rica,CR,31.98,75.34,92.11,92.11,grupoice.com
2023-12-18 00:00:00,Costa Rica,Costa Rica,CR,12.21,44.11,96.98,96.98,grupoice.com
2023-12-19 00:00:00,Costa Rica,Costa Rica,CR,2.83,31.23,99.30,99.30,grupoice.com
2023-12-20 00:00:00,Costa Rica,Costa Rica,CR,1.28,28.02,99.68,99.68,grupoice.com
2023-12-21 00:00:00,Costa Rica,Costa Rica,CR,0.13,25.54,99.97,99.97,grupoice.com
2023-12-22 00:00:00,Costa Rica,Costa Rica,CR,0.12,25.79,99.97,99.97,grupoice.com
2023-12-23 00:00:00,Costa Rica,Costa Rica,CR,0.06,25.93,99.98,99.98,grupoice.com
2023-12-24 00:00:00,Costa Rica,Costa Rica,CR,0.23,26.68,99.94,99.94,grupoice.com
2023-12-25 00:00:00,Costa Rica,Costa Rica,CR,0.22,27.62,99.94,99.94,grupoice.com
2023-12-26 00:00:00,Costa Rica,Costa Rica,CR,2.06,30.56,99.49,99.49,grupoice.com
2023-12-27 00:00:00,Costa Rica,Costa Rica,CR,44.40,96.38,89.06,89.06,grupoice.com
2023-12-28 00:00:00,Costa Rica,Costa Rica,CR,58.60,118.82,85.56,85.56,grupoice.com
2023-12-29 00:00:00,Costa Rica,Costa Rica,CR,58.88,119.05,85.49,85.49,grupoice.com
2023-12-30 00:00:00,Costa Rica,Costa Rica,CR,19.52,56.98,95.19,95.19,grupoice.com
2023-12-31 00:00:00,Costa Rica,Costa Rica,CR,0.22,26.50,99.94,99.94,grupoice.com
